home_team,away_team,week,season,pred_home_win,actual_home_win,book_home_ml_odds,book_away_ml_odds,book_home_spread,book_home_spread_odds,book_away_spread,book_away_spread_odds,pred_home_spread,actual_home_spread,pred_home_cover,actual_home_cover,spread_correct,spread_winnings,ml_correct,ml_winnings,naive_spread_winnings,naive_ml_winnings,pred_vs_book_spread
Wyoming,Boise State,13,2014,0,0,NA,NA,NA,NA,NA,NA,7.77,49,NA,NA,NA,NA,1,NA,NA,NA,NA
UNLV,Boise State,9,2015,0,0,NA,NA,NA,NA,NA,NA,16.13,28,NA,NA,NA,NA,1,NA,NA,NA,NA
San José State,Boise State,13,2015,0,0,NA,NA,NA,NA,NA,NA,2.67,17,NA,NA,NA,NA,1,NA,NA,NA,NA
Utah State,Boise State,9,2017,0,0,390,-530,13,-110,-13,-110,4.77,27,0,1,0,0,1,1.18867924528302,0.954545454545455,1.18867924528302,8.23
Oklahoma State,Boise State,3,2018,1,1,100,-120,1,-110,-1,-110,-9.01,-23,0,0,1,1.90909090909091,1,2,0.954545454545455,0,10.01
Nevada,Boise State,7,2018,0,0,410,-540,14,-110,-14,-110,7.38,4,0,0,1,1.90909090909091,1,1.18518518518519,0.954545454545455,1.18518518518519,6.62
New Mexico,Boise State,12,2018,0,0,1098,-2200,21.5,-110,-21.5,-110,17.04,31,0,1,0,0,1,1.04545454545455,0.954545454545455,1.04545454545455,4.46
San José State,Boise State,10,2019,0,0,NA,NA,NA,NA,NA,NA,12.69,10,NA,NA,NA,NA,1,NA,NA,NA,NA
San José State,Boise State,16,2020,1,1,NA,NA,NA,NA,NA,NA,-1.21,-14,NA,NA,NA,NA,1,NA,NA,NA,NA
Fresno State,Boise State,10,2021,1,0,-191,154,-5,-113,5,-106,-8.67,26,0,1,0,0,0,0,0.942477876106195,0,3.67
Fresno State,Boise State,10,2023,1,1,-142,116,-2.5,-118,2.5,-105,-4.14,-7,0,0,1,1.95238095238095,1,1.70422535211268,0.976190476190476,1.70422535211268,1.64
Utah State,Boise State,12,2023,0,0,165,-205,5,-115,-5,-108,0.91,35,0,1,0,0,1,1.48780487804878,0.934782608695652,1.48780487804878,4.09
UNLV,Boise State,14,2023,1,0,110,-130,2.5,-113,-2.5,-110,-4.58,24,0,1,0,0,0,0,0.942477876106195,1.76923076923077,7.08
Louisville,Boston College,8,2015,1,1,NA,NA,NA,NA,NA,NA,-6.95,-3,NA,NA,NA,NA,1,NA,NA,NA,NA
Syracuse,Boston College,13,2015,0,1,NA,NA,NA,NA,NA,NA,0.06,-3,NA,NA,NA,NA,0,0,NA,NA,NA
Virginia Tech,Boston College,3,2016,0,1,-250,213,-6.5,-106,6.5,-110,0.53,-49,1,0,0,0,0,0,0.954545454545455,1.4,7.03
NC State,Boston College,9,2016,1,0,-585,435,-14,-110,14,-110,-2.04,7,1,1,1,1.90909090909091,0,0,0.954545454545455,0,11.96
Wake Forest,Boston College,13,2016,1,0,-160,135,-3,-110,3,-110,-5.61,3,0,1,0,0,0,0,0.954545454545455,0,2.61
Virginia,Boston College,8,2017,1,0,-270,220,-7,-105,7,-115,-14.63,31,0,1,0,0,0,0,0.976190476190476,0,7.63
Syracuse,Boston College,13,2017,0,0,160,-190,4,-110,-4,-110,5.81,28,1,1,1,1.90909090909091,1,1.52631578947368,0.954545454545455,1.52631578947368,1.81
Purdue,Boston College,4,2018,0,1,200,-240,6,-109,-6,-111,12.4,-17,1,0,0,0,0,0,0.950450450450451,0,6.4
NC State,Boston College,6,2018,1,1,-227,185,-6,-110,6,-110,-13.79,-5,0,1,0,0,1,1.44052863436123,0.954545454545455,1.44052863436123,7.79
Virginia Tech,Boston College,7,2020,0,1,-480,350,-13,-109,13,-110,2.78,-26,1,0,0,0,0,0,0.954545454545455,1.20833333333333,15.78
Clemson,Boston College,9,2020,1,1,-3333,1200,-26.5,-110,26.5,-110,-22.29,-6,1,1,1,1.90909090909091,1,1.03000300030003,0.954545454545455,1.03000300030003,4.21
Syracuse,Boston College,10,2020,0,0,435,-588,14.5,-114,-14.5,-105,10.18,3,0,0,1,1.95238095238095,1,1.17006802721088,0.976190476190476,1.17006802721088,4.32
Syracuse,Boston College,9,2021,1,1,-265,200,-6.5,-114,6.5,-109,-1.22,-15,1,0,0,0,1,1.37735849056604,0.958715596330275,1.37735849056604,5.28
Georgia Tech,Boston College,11,2021,0,0,NA,NA,NA,NA,NA,NA,0.09,11,NA,NA,NA,NA,1,NA,NA,NA,NA
Virginia Tech,Boston College,2,2022,0,1,-152,121,-2.5,-115,2.5,-106,5.65,-17,1,0,0,0,0,0,0.971698113207547,1.65789473684211,8.15
Army,Boston College,6,2023,1,0,NA,NA,NA,NA,NA,NA,-13.49,3,NA,NA,NA,NA,0,0,NA,NA,NA
Toledo,Bowling Green,13,2014,1,1,NA,NA,NA,NA,NA,NA,-5.26,-7,NA,NA,NA,NA,1,NA,NA,NA,NA
Buffalo,Bowling Green,5,2015,0,0,NA,NA,NA,NA,NA,NA,0.77,6,NA,NA,NA,NA,1,NA,NA,NA,NA
Memphis,Bowling Green,4,2016,1,1,-815,615,-17.5,-110,17.5,-105,-31.02,-74,0,0,1,1.95238095238095,1,1.12269938650307,0.976190476190476,1.12269938650307,13.52
Northern Illinois,Bowling Green,10,2016,1,1,NA,NA,NA,NA,NA,NA,-4.45,-25,NA,NA,NA,NA,1,NA,NA,NA,NA
Northwestern,Bowling Green,3,2017,1,1,-1620,930,-21,-110,21,-110,-11.46,-42,1,0,0,0,1,1.06172839506173,0.954545454545455,1.06172839506173,9.54
Middle Tennessee,Bowling Green,4,2017,1,1,-275,225,-7,-110,7,-110,-5.94,-11,1,0,0,0,1,1.36363636363636,0.954545454545455,1.36363636363636,1.06
Eastern Michigan,Bowling Green,13,2017,1,1,-590,440,-14.5,-110,14.5,-110,-13.18,-3,1,1,1,1.90909090909091,1,1.16949152542373,0.954545454545455,1.16949152542373,1.32
Central Michigan,Bowling Green,11,2018,1,0,-275,226,-7.5,-105,7.5,-115,-3.39,11,1,1,1,1.95238095238095,0,0,0.976190476190476,0,4.11
Miami (OH),Bowling Green,12,2019,1,1,-862,587,-17,-107,17,-112,-7.69,-41,1,0,0,0,1,1.11600928074246,0.946428571428571,1.11600928074246,9.31
Ohio,Bowling Green,13,2020,1,1,-2000,900,-23,-105,23,-115,-15.38,-42,1,0,0,0,1,1.05,0.934782608695652,1.05,7.62
Kent State,Bowling Green,5,2021,1,1,NA,NA,NA,NA,NA,NA,-2.56,-7,NA,NA,NA,NA,1,NA,NA,NA,NA
Buffalo,Bowling Green,9,2021,1,0,-550,400,-14,-106,14,-115,-10.46,12,1,1,1,1.94339622641509,0,0,0.971698113207547,0,3.54
Central Michigan,Bowling Green,8,2022,0,0,-245,188,-6.5,-110,6.5,-110,1.95,16,1,1,1,1.90909090909091,1,2.88,0.954545454545455,0,8.45
Penn State,Bowling Green,2,2024,1,1,-25000,3000,-34.5,-109,34.5,-111,-6.92,-7,1,1,1,1.91743119266055,1,1.004,0.958715596330275,1.004,27.58
Texas A&M,Bowling Green,4,2024,1,1,-1450,850,-21,-108,21,-112,-15.5,-6,1,1,1,1.92592592592593,1,1.06896551724138,0.962962962962963,1.06896551724138,5.5
Bowling Green,Buffalo,6,2014,0,1,NA,NA,NA,NA,NA,NA,2.23,-1,NA,NA,NA,NA,0,0,NA,NA,NA
Ohio,Buffalo,11,2014,1,1,NA,NA,NA,NA,NA,NA,-2.56,-23,NA,NA,NA,NA,1,NA,NA,NA,NA
Nevada,Buffalo,3,2016,0,1,-450,375,-12,-110,12,-109,3.15,-24,1,0,0,0,0,0,0.958715596330275,1.22222222222222,15.15
Northern Illinois,Buffalo,8,2016,1,1,NA,NA,NA,NA,NA,NA,-6.45,-37,NA,NA,NA,NA,1,NA,NA,NA,NA
Ohio,Buffalo,10,2016,1,1,-920,660,-18,-105,18,-115,-16.09,-24,1,0,0,0,1,1.10869565217391,0.934782608695652,1.10869565217391,1.91
Western Michigan,Buffalo,12,2016,1,1,NA,NA,NA,NA,NA,NA,-20.87,-38,NA,NA,NA,NA,1,NA,NA,NA,NA
Bowling Green,Buffalo,13,2016,1,1,-450,350,-11.5,-110,11.5,-110,-5.68,-8,1,1,1,1.90909090909091,1,1.22222222222222,0.954545454545455,1.22222222222222,5.82
Miami (OH),Buffalo,8,2017,0,1,-150,130,-3,-110,3,-110,1.88,-10,1,0,0,0,0,0,0.954545454545455,1.66666666666667,4.88
Central Michigan,Buffalo,6,2018,0,0,203,-245,6.5,-105,-6.5,-115,5.48,10,0,1,0,0,1,1.40816326530612,0.976190476190476,1.40816326530612,1.02
Kent State,Buffalo,12,2019,0,1,195,-242,6,-109,-6,-111,10.76,-3,1,0,0,0,0,0,0.950450450450451,0,4.76
Kent State,Buffalo,6,2021,1,1,NA,NA,NA,NA,NA,NA,-0.51,-10,NA,NA,NA,NA,1,NA,NA,NA,NA
Akron,Buffalo,8,2021,0,0,359,-494,13.5,-110,-13.5,-111,13.22,35,0,1,0,0,1,1.20242914979757,0.954545454545455,1.20242914979757,0.279999999999999
Ball State,Buffalo,13,2021,1,1,NA,NA,NA,NA,NA,NA,-3.42,-17,NA,NA,NA,NA,1,NA,NA,NA,NA
Coastal Carolina,Buffalo,3,2022,1,1,-500,375,-12,-107,12,-107,-16.77,-12,0,0,1,1.93457943925234,1,1.2,0.967289719626168,1.2,4.77
Bowling Green,Buffalo,6,2022,0,0,102,-124,2,-110,-2,-108,2.52,31,1,1,1,1.90909090909091,1,1.80645161290323,0.954545454545455,1.80645161290323,0.52
Washington State,California,6,2014,0,0,NA,NA,NA,NA,NA,NA,1.41,1,NA,NA,NA,NA,1,NA,NA,NA,NA
Texas,California,3,2015,0,0,NA,NA,NA,NA,NA,NA,20.39,1,NA,NA,NA,NA,1,NA,NA,NA,NA
USC,California,9,2016,1,1,-1170,785,-20,-110,20,-110,-6.23,-21,1,0,0,0,1,1.08547008547009,0.954545454545455,1.08547008547009,13.77
Washington,California,6,2017,1,1,NA,NA,NA,NA,NA,NA,-24.2,-31,NA,NA,NA,NA,1,NA,NA,NA,NA
Arizona,California,6,2018,1,1,101,-121,1.5,-110,-1.5,-110,-2.52,-7,0,0,1,1.90909090909091,1,2.01,0.954545454545455,0,4.02
USC,California,11,2018,0,0,-200,170,-4.5,-108,4.5,-112,1.5,1,1,1,1,1.92592592592593,1,2.7,0.962962962962963,0,6
Washington,California,2,2019,1,0,NA,NA,NA,NA,NA,NA,-3.67,1,NA,NA,NA,NA,0,0,NA,NA,NA
Oregon,California,6,2019,1,1,-2000,1150,-21.5,-105,21.5,-110,-13.7,-10,1,1,1,1.95238095238095,1,1.05,0.976190476190476,1.05,7.8
Utah,California,9,2019,1,1,-1894,1084,-21,-110,21,-110,-15.3,-35,1,0,0,0,1,1.05279831045407,0.954545454545455,1.05279831045407,5.7
Arizona,California,10,2021,0,1,210,-295,7,-107,-7,-115,4.09,-7,0,0,1,1.8695652173913,0,0,0.934782608695652,0,2.91
UCLA,California,13,2021,1,1,NA,NA,NA,NA,NA,NA,-4.25,-28,NA,NA,NA,NA,1,NA,NA,NA,NA
USC,California,10,2022,1,1,-1667,850,-21,-111,21,-109,-14.81,-6,1,1,1,1.9009009009009,1,1.05998800239952,0.950450450450451,1.05998800239952,6.19
Oregon State,California,11,2022,1,1,-450,330,-11.5,-110,11.5,-110,-16.27,-28,0,0,1,1.90909090909091,1,1.22222222222222,0.954545454545455,1.22222222222222,4.77
Washington,California,4,2023,1,1,NA,NA,NA,NA,NA,NA,-15.66,-27,NA,NA,NA,NA,1,NA,NA,NA,NA
Florida State,California,4,2024,0,1,-143,120,-3,-108,3,-111,1.29,-5,1,0,0,0,0,0,0.950450450450451,1.6993006993007,4.29
Kansas,Central Michigan,4,2014,0,1,NA,NA,NA,NA,NA,NA,1.3,-14,NA,NA,NA,NA,0,0,NA,NA,NA
Toledo,Central Michigan,5,2014,1,1,NA,NA,NA,NA,NA,NA,-4.93,-14,NA,NA,NA,NA,1,NA,NA,NA,NA
Northern Illinois,Central Michigan,7,2014,1,0,NA,NA,NA,NA,NA,NA,-5.92,17,NA,NA,NA,NA,0,0,NA,NA,NA
Eastern Michigan,Central Michigan,10,2014,0,0,NA,NA,NA,NA,NA,NA,19.75,31,NA,NA,NA,NA,1,NA,NA,NA,NA
Akron,Central Michigan,9,2015,0,0,NA,NA,NA,NA,NA,NA,2.47,8,NA,NA,NA,NA,1,NA,NA,NA,NA
Northern Illinois,Central Michigan,7,2016,0,0,NA,NA,NA,NA,NA,NA,6.38,6,NA,NA,NA,NA,1,NA,NA,NA,NA
Eastern Michigan,Central Michigan,13,2016,0,1,-105,-115,1,-115,-1,-105,0.91,-5,0,0,1,1.95238095238095,0,0,0.976190476190476,0,0.09
Kansas,Central Michigan,2,2017,0,0,-150,130,-3,-110,3,-110,1.8,18,1,1,1,1.90909090909091,1,2.3,0.954545454545455,0,4.8
Michigan State,Central Michigan,5,2018,1,1,-6000,2750,-28,-105,28,-115,-11.9,-11,1,1,1,1.95238095238095,1,1.01666666666667,0.976190476190476,1.01666666666667,16.1
Miami,Central Michigan,4,2019,1,1,-10000,1800,-30.5,-110,30,-110,-14.29,-5,1,1,1,1.90909090909091,1,1.01,0.954545454545455,1.01,16.21
Toledo,Central Michigan,15,2020,1,1,-364,297,-10,-110,10,-110,-11.77,-1,0,1,0,0,1,1.27472527472527,0.954545454545455,1.27472527472527,1.77
Ball State,Central Michigan,12,2021,0,0,NA,NA,NA,NA,NA,NA,5.89,20,NA,NA,NA,NA,1,NA,NA,NA,NA
Penn State,Central Michigan,4,2022,1,1,-6221,1649,-28.5,-110,28.5,-110,-18.44,-19,1,1,1,1.90909090909091,1,1.01607458607941,0.954545454545455,1.01607458607941,10.06
Northern Illinois,Central Michigan,10,2022,1,0,NA,NA,NA,NA,NA,NA,-1.94,13,NA,NA,NA,NA,0,0,NA,NA,NA
Eastern Michigan,Central Michigan,13,2022,1,1,-115,-105,-1.5,-105,1.5,-115,-8,-19,0,0,1,1.8695652173913,1,1.8695652173913,0.934782608695652,1.8695652173913,6.5
Buffalo,Central Michigan,6,2023,0,1,NA,NA,NA,NA,NA,NA,3.01,-24,NA,NA,NA,NA,0,0,NA,NA,NA
Western Michigan,Central Michigan,11,2023,0,1,-170,136,-3,-120,3,-110,1.25,-10,1,0,0,0,0,0,0.954545454545455,1.58823529411765,4.25
Ohio,Central Michigan,12,2023,1,1,-450,340,-11,-110,11,-110,-10.92,-14,1,0,0,0,1,1.22222222222222,0.954545454545455,1.22222222222222,0.0800000000000001
Illinois,Central Michigan,3,2024,1,1,-1800,1000,-21.5,-109,21.5,-111,-21.2,-21,1,1,1,1.91743119266055,1,1.05555555555556,0.958715596330275,1.05555555555556,0.300000000000001
Florida International,Charlotte,10,2015,1,1,NA,NA,NA,NA,NA,NA,-11.6,-17,NA,NA,NA,NA,1,NA,NA,NA,NA
Rice,Charlotte,13,2015,1,1,NA,NA,NA,NA,NA,NA,-7.12,-20,NA,NA,NA,NA,1,NA,NA,NA,NA
Western Kentucky,Charlotte,7,2017,1,1,-890,640,-17.5,-110,17.5,-110,-8.95,-31,1,0,0,0,1,1.1123595505618,0.954545454545455,1.1123595505618,8.55
Tennessee,Charlotte,10,2018,1,1,-1050,688,-21,-110,21,-110,-1.49,-11,1,1,1,1.90909090909091,1,1.0952380952381,0.954545454545455,1.0952380952381,19.51
Marshall,Charlotte,11,2018,1,1,-500,400,-13,-110,13,-110,-9.45,-17,1,0,0,0,1,1.2,0.954545454545455,1.2,3.55
Florida Atlantic,Charlotte,13,2018,1,0,-800,550,-16.5,-110,16.5,-110,-12.96,3,1,1,1,1.90909090909091,0,0,0.954545454545455,0,3.54
App State,Charlotte,2,2019,1,1,-2000,1100,-23.5,-110,23.5,-110,-6.39,-15,1,1,1,1.90909090909091,1,1.05,0.954545454545455,1.05,17.11
Florida International,Charlotte,7,2019,1,1,-214,179,-6,-112,6,-102,-8.81,-25,0,0,1,1.98039215686275,1,1.46728971962617,0.990196078431373,1.46728971962617,2.81
Western Kentucky,Charlotte,8,2019,1,1,-357,285,-9.5,-114,9.5,-106,-14.74,-16,0,0,1,1.94339622641509,1,1.28011204481793,0.971698113207547,1.28011204481793,5.24
Old Dominion,Charlotte,14,2019,0,0,302,-394,10.5,-110,-10.5,-110,7.64,16,0,1,0,0,1,1.25380710659898,0.954545454545455,1.25380710659898,2.86
Florida International,Charlotte,6,2021,0,0,132,-165,3.5,-110,-3.5,-110,7.26,12,1,1,1,1.90909090909091,1,1.60606060606061,0.954545454545455,1.60606060606061,3.76
Old Dominion,Charlotte,13,2021,1,1,-334,247,-8.5,-110,8.5,-110,-4.05,-22,1,0,0,0,1,1.29940119760479,0.954545454545455,1.29940119760479,4.45
Rice,Charlotte,9,2022,1,0,-715,475,-15.5,-112,15.5,-109,-19.76,33,0,1,0,0,0,0,0.946428571428571,0,4.26
Middle Tennessee,Charlotte,11,2022,1,1,-385,297,-10.5,-113,10.5,-108,-9.37,-10,1,1,1,1.88495575221239,1,1.25974025974026,0.942477876106195,1.25974025974026,1.13
Florida,Charlotte,4,2023,1,1,-5988,1800,-28,-105,28,-115,-19.21,-15,1,1,1,1.95238095238095,1,1.01670006680027,0.976190476190476,1.01670006680027,8.79
Tulsa,Charlotte,10,2023,0,0,-192,160,-4,-112,4,-108,0.6,7,1,1,1,1.89285714285714,1,2.6,0.946428571428571,0,4.6
Rice,Charlotte,5,2024,1,0,-185,154,-4.5,-111,4.5,-109,-12.1,1,0,1,0,0,0,0,0.950450450450451,0,7.6
Ohio State,Cincinnati,5,2014,1,1,NA,NA,NA,NA,NA,NA,-11.1,-22,NA,NA,NA,NA,1,NA,NA,NA,NA
SMU,Cincinnati,8,2014,0,0,NA,NA,NA,NA,NA,NA,7.1,38,NA,NA,NA,NA,1,NA,NA,NA,NA
Tulane,Cincinnati,10,2014,0,0,NA,NA,NA,NA,NA,NA,6.07,24,NA,NA,NA,NA,1,NA,NA,NA,NA
UConn,Cincinnati,13,2014,0,0,NA,NA,NA,NA,NA,NA,9.75,41,NA,NA,NA,NA,1,NA,NA,NA,NA
Memphis,Cincinnati,4,2015,1,1,NA,NA,NA,NA,NA,NA,-13.79,-7,NA,NA,NA,NA,1,NA,NA,NA,NA
BYU,Cincinnati,7,2015,1,1,NA,NA,NA,NA,NA,NA,-1.63,-14,NA,NA,NA,NA,1,NA,NA,NA,NA
South Florida,Cincinnati,12,2015,0,1,NA,NA,NA,NA,NA,NA,0.91,-38,NA,NA,NA,NA,0,0,NA,NA,NA
Temple,Cincinnati,9,2016,1,1,-350,280,-9,-110,9,-110,-7.44,-21,1,0,0,0,1,1.28571428571429,0.954545454545455,1.28571428571429,1.56
East Carolina,Cincinnati,10,2019,0,0,1290,-3068,24.5,-110,-24.5,-110,12.8,3,0,0,1,1.90909090909091,1,1.03259452411995,0.954545454545455,1.03259452411995,11.7
SMU,Cincinnati,8,2020,1,0,-115,100,-1,-105,1,-110,-4.67,29,0,1,0,0,0,0,0.976190476190476,0,3.67
South Florida,Cincinnati,11,2021,0,0,NA,NA,NA,NA,NA,NA,16.51,17,NA,NA,NA,NA,1,NA,NA,NA,NA
East Carolina,Cincinnati,13,2021,0,0,-101,-116,0,-112,0,-112,7.49,22,1,1,1,1.89285714285714,1,1.86206896551724,0.946428571428571,1.86206896551724,7.49
Tulsa,Cincinnati,5,2022,0,0,280,-385,10.5,-115,-10.5,-106,8.5,10,0,0,1,1.94339622641509,1,1.25974025974026,0.971698113207547,1.25974025974026,2
Temple,Cincinnati,12,2022,0,0,570,-900,17,-115,-17,-105,8.31,20,0,1,0,0,1,1.11111111111111,0.934782608695652,1.11111111111111,8.69
BYU,Cincinnati,5,2023,1,1,-118,-105,-1.5,-108,1.5,-115,-4.3,-8,0,0,1,1.8695652173913,1,1.84745762711864,0.934782608695652,1.84745762711864,2.8
Miami (OH),Cincinnati,3,2024,0,0,130,-155,3,-109,-3,-111,3.69,11,1,1,1,1.91743119266055,1,1.64516129032258,0.958715596330275,1.64516129032258,0.69
Boston College,Clemson,8,2014,0,0,NA,NA,NA,NA,NA,NA,1.81,4,NA,NA,NA,NA,1,NA,NA,NA,NA
NC State,Clemson,9,2015,0,0,NA,NA,NA,NA,NA,NA,6.46,15,NA,NA,NA,NA,1,NA,NA,NA,NA
Virginia Tech,Clemson,14,2016,0,0,365,-490,11,-110,-11,-110,5.5,7,0,0,1,1.90909090909091,1,1.20408163265306,0.954545454545455,1.20408163265306,5.5
Virginia Tech,Clemson,5,2017,1,0,235,-290,7,-110,-7,-110,-7.63,14,0,1,0,0,0,0,0.954545454545455,1.3448275862069,14.63
Georgia Tech,Clemson,4,2018,0,0,535,-770,16,-110,-16,-110,8.81,28,0,1,0,0,1,1.12987012987013,0.954545454545455,1.12987012987013,7.19
Florida State,Clemson,9,2018,0,0,750,-1111,18,-110,-18,-110,10.55,49,0,1,0,0,1,1.09000900090009,0.954545454545455,1.09000900090009,7.45
NC State,Clemson,11,2019,0,0,2000,-14286,35,-110,-35,-112,21.02,45,0,1,0,0,1,1.0069998600028,0.954545454545455,1.0069998600028,13.98
South Carolina,Clemson,14,2019,0,0,1448,-3637,27.5,-110,-27.5,-110,13.19,35,0,1,0,0,1,1.02749518834204,0.954545454545455,1.02749518834204,14.31
Pittsburgh,Clemson,8,2021,1,1,-167,137,-3.5,-110,3.5,-110,-15.63,-10,0,0,1,1.90909090909091,1,1.59880239520958,0.954545454545455,1.59880239520958,12.13
Boston College,Clemson,6,2022,0,0,916,-1842,21,-110,-21,-110,11.58,28,0,1,0,0,1,1.0542888165038,0.954545454545455,1.0542888165038,9.42
Louisiana,Coastal Carolina,4,2018,0,0,-145,125,-3,-105,3,-115,8.99,2,1,1,1,1.95238095238095,1,2.25,0.976190476190476,0,11.99
Georgia State,Coastal Carolina,9,2018,0,0,120,-140,2.5,-105,-2.5,-115,3.61,3,1,1,1,1.95238095238095,1,1.71428571428571,0.976190476190476,1.71428571428571,1.11
Kansas,Coastal Carolina,2,2019,1,0,-270,215,-7,-105,7,-110,-7.64,5,0,1,0,0,0,0,0.976190476190476,0,0.64
Texas State,Coastal Carolina,13,2020,0,0,NA,NA,NA,NA,NA,NA,14.02,35,NA,NA,NA,NA,1,NA,NA,NA,NA
Buffalo,Coastal Carolina,3,2021,0,0,430,-620,14,-110,-14,-110,8.81,3,0,0,1,1.90909090909091,1,1.16129032258065,0.954545454545455,1.16129032258065,5.19
App State,Coastal Carolina,8,2021,0,1,157,-191,4.5,-110,-4.5,-110,12.47,-3,1,0,0,0,0,0,0.954545454545455,0,7.97
South Alabama,Coastal Carolina,13,2021,0,0,455,-668,15,-110,-15,-110,14.24,6,0,0,1,1.90909090909091,1,1.1497005988024,0.954545454545455,1.1497005988024,0.76
Marshall,Coastal Carolina,9,2022,1,0,-140,112,-2.5,-118,2.5,-104,-0.33,11,1,1,1,1.84745762711864,0,0,0.923728813559322,0,2.17
Troy,Coastal Carolina,14,2022,1,1,-275,205,-6.5,-115,6.5,-108,-8.63,-19,0,0,1,1.92592592592593,1,1.36363636363636,0.962962962962963,1.36363636363636,2.13
California,Colorado,5,2014,1,1,NA,NA,NA,NA,NA,NA,-15.05,-3,NA,NA,NA,NA,1,NA,NA,NA,NA
USC,Colorado,8,2014,1,1,NA,NA,NA,NA,NA,NA,-13.54,-28,NA,NA,NA,NA,1,NA,NA,NA,NA
Oregon State,Colorado,8,2015,0,0,NA,NA,NA,NA,NA,NA,7.16,4,NA,NA,NA,NA,1,NA,NA,NA,NA
Washington State,Colorado,12,2015,1,1,NA,NA,NA,NA,NA,NA,-10.76,-24,NA,NA,NA,NA,1,NA,NA,NA,NA
Washington State,Colorado,8,2017,1,1,-330,265,-8.5,-110,8.5,-110,-10.33,-28,0,0,1,1.90909090909091,1,1.3030303030303,0.954545454545455,1.3030303030303,1.83
California,Colorado,13,2018,1,1,-435,335,-10.5,-110,10.5,-110,-5.28,-12,1,0,0,0,1,1.22988505747126,0.954545454545455,1.22988505747126,5.22
Oregon,Colorado,7,2019,1,1,-2000,1150,-23,-110,22.5,-110,-17.23,-42,1,0,0,0,1,1.05,0.954545454545455,1.05,5.77
UCLA,Colorado,10,2019,1,1,-232,192,-6.5,-111,6.5,-108,-8.86,-17,0,0,1,1.92592592592593,1,1.43103448275862,0.962962962962963,1.43103448275862,2.36
Arizona State,Colorado,4,2021,1,1,NA,NA,NA,NA,NA,NA,-9.68,-22,NA,NA,NA,NA,1,NA,NA,NA,NA
California,Colorado,8,2021,1,1,-355,257,-8.5,-110,8.5,-110,-3.91,-23,1,0,0,0,1,1.28169014084507,0.954545454545455,1.28169014084507,4.59
UCLA,Colorado,11,2021,1,1,NA,NA,NA,NA,NA,NA,-9.48,-24,NA,NA,NA,NA,1,NA,NA,NA,NA
Minnesota,Colorado,3,2022,1,1,-10000,1494,-28,-107,28,-110,-29.6,-42,0,0,1,1.90909090909091,1,1.01,0.954545454545455,1.01,1.6
UCLA,Colorado,9,2023,1,1,-720,440,-14.5,-113,14.5,-106,-10.31,-12,1,1,1,1.88495575221239,1,1.13888888888889,0.942477876106195,1.13888888888889,4.19
Colorado State,Colorado,3,2024,0,0,230,-282,7.5,-110,-7.5,-110,1.84,19,0,1,0,0,1,1.35460992907801,0.954545454545455,1.35460992907801,5.66
New Mexico,Colorado State,12,2015,1,0,NA,NA,NA,NA,NA,NA,-0.19,7,NA,NA,NA,NA,0,0,NA,NA,NA
Fresno State,Colorado State,13,2015,0,0,NA,NA,NA,NA,NA,NA,15.67,3,NA,NA,NA,NA,1,NA,NA,NA,NA
Minnesota,Colorado State,4,2016,1,1,-825,629,-17,-107,17,-110,-14.56,-7,1,1,1,1.93457943925234,1,1.12121212121212,0.967289719626168,1.12121212121212,2.44
San Diego State,Colorado State,13,2016,1,0,-440,340,-11.5,-110,11.5,-110,-8.99,32,1,1,1,1.90909090909091,0,0,0.954545454545455,0,2.51
Hawai'i,Colorado State,5,2017,0,0,205,-255,6.5,-110,-6.5,-110,2.41,30,0,1,0,0,1,1.3921568627451,0.954545454545455,1.3921568627451,4.09
Wyoming,Colorado State,10,2017,1,1,160,-190,4,-110,-4,-110,-5.55,-3,0,0,1,1.90909090909091,1,2.6,0.954545454545455,0,9.55
Florida,Colorado State,3,2018,1,1,-1600,912,-21.5,-110,21.5,-110,-21.87,-38,0,0,1,1.90909090909091,1,1.0625,0.954545454545455,1.0625,0.370000000000001
Boise State,Colorado State,8,2018,1,1,-2000,1250,-23.5,-110,23.5,-110,-17.64,-28,1,0,0,0,1,1.05,0.954545454545455,1.05,5.86
Nevada,Colorado State,11,2018,1,1,-500,385,-14,-110,14,-110,-14.03,-39,0,0,1,1.90909090909091,1,1.2,0.954545454545455,1.2,0.0299999999999994
New Mexico,Colorado State,7,2019,1,0,172,-210,5,-110,-5,-112,-5.95,14,0,1,0,0,0,0,0.954545454545455,1.47619047619048,10.95
Fresno State,Colorado State,9,2019,1,0,-595,424,-13.5,-112,13.5,-107,-12.22,10,1,1,1,1.89285714285714,0,0,0.946428571428571,0,1.28
Wyoming,Colorado State,13,2019,1,1,-197,170,-4.5,-110,4.5,-110,-10.64,-10,0,0,1,1.90909090909091,1,1.50761421319797,0.954545454545455,1.50761421319797,6.14
Utah State,Colorado State,8,2021,0,1,122,-148,3,-107,-3,-117,2.8,-2,0,0,1,1.85470085470085,0,0,0.927350427350427,0,0.2
Hawai'i,Colorado State,12,2021,0,1,123,-154,3.5,-112,-3.5,-107,2.3,-5,0,0,1,1.93457943925234,0,0,0.967289719626168,0,1.2
Colorado,Colorado State,3,2023,1,1,-2059,935,-23.5,-110,23.5,-110,-22.6,-8,1,1,1,1.90909090909091,1,1.04856726566294,0.954545454545455,1.04856726566294,0.899999999999999
