"","neutral_site","conference_game","t1_home","t1_rol_record_l3","t1_rol_record_yr","t1_rol_points_pg_l3","t1_rol_pa_pg_l3","t1_rol_points_pg_yr","t1_rol_pa_pg_yr","t2_rol_record_l3","t2_rol_record_yr","t2_rol_pa_pg_l3","t2_rol_pa_pg_yr","t2_rol_points_pg_l3","t2_rol_points_pg_yr","t1_.rol_turnover_pg_off","t1_.rol_touchdown_pg_off","t1_.rol_sack_pg_off","t1_.rol_punt_pg_off","t1_.rol_fg_made_pg_off","t1_.rol_penalty_flag_pg_off","t1_.rol_turnover_pg_def","t1_.rol_touchdown_pg_def","t1_.rol_sack_pg_def","t1_.rol_punt_pg_def","t1_.rol_fg_made_pg_def","t1_.rol_penalty_flag_pg_def","t1_.rol_EPA_pp_off","t1_.rol_wpa_pp_off","t1_.rol_success_pp_off","t1_.rol_EPA_pp_def","t1_.rol_wpa_pp_def","t1_.rol_success_pp_def","t1_.rol_rz_EPA_pp_off","t1_.rol_rz_wpa_pp_off","t1_.rol_rz_success_pp_off","t1_.rol_rz_EPA_pp_def","t1_.rol_rz_wpa_pp_def","t1_.rol_rz_success_pp_def","t1_.rol_run_EPA_pp_off","t1_.rol_run_wpa_pp_off","t1_.rol_run_success_pp_off","t1_.rol_run_EPA_pp_def","t1_.rol_run_wpa_pp_def","t1_.rol_run_success_pp_def","t1_.rol_pass_EPA_pp_off","t1_.rol_pass_wpa_pp_off","t1_.rol_pass_success_pp_off","t1_.rol_pass_EPA_pp_def","t1_.rol_pass_wpa_pp_def","t1_.rol_pass_success_pp_def","t2_.rol_turnover_pg_off","t2_.rol_touchdown_pg_off","t2_.rol_sack_pg_off","t2_.rol_punt_pg_off","t2_.rol_fg_made_pg_off","t2_.rol_penalty_flag_pg_off","t2_.rol_turnover_pg_def","t2_.rol_touchdown_pg_def","t2_.rol_sack_pg_def","t2_.rol_punt_pg_def","t2_.rol_fg_made_pg_def","t2_.rol_penalty_flag_pg_def","t2_.rol_EPA_pp_off","t2_.rol_wpa_pp_off","t2_.rol_success_pp_off","t2_.rol_EPA_pp_def","t2_.rol_wpa_pp_def","t2_.rol_success_pp_def","t2_.rol_rz_EPA_pp_off","t2_.rol_rz_wpa_pp_off","t2_.rol_rz_success_pp_off","t2_.rol_rz_EPA_pp_def","t2_.rol_rz_wpa_pp_def","t2_.rol_rz_success_pp_def","t2_.rol_run_EPA_pp_off","t2_.rol_run_wpa_pp_off","t2_.rol_run_success_pp_off","t2_.rol_run_EPA_pp_def","t2_.rol_run_wpa_pp_def","t2_.rol_run_success_pp_def","t2_.rol_pass_EPA_pp_off","t2_.rol_pass_wpa_pp_off","t2_.rol_pass_success_pp_off","t2_.rol_pass_EPA_pp_def","t2_.rol_pass_wpa_pp_def","t2_.rol_pass_success_pp_def","t1_conference_ACC","t1_conference_American Athletic","t1_conference_Big 12","t1_conference_Big Ten","t1_conference_Conference USA","t1_conference_FBS Independents","t1_conference_Mid-American","t1_conference_Mountain West","t1_conference_Pac-12","t1_conference_SEC","t1_conference_Sun Belt","t2_conference_ACC","t2_conference_American Athletic","t2_conference_Big 12","t2_conference_Big Ten","t2_conference_Conference USA","t2_conference_FBS Independents","t2_conference_Mid-American","t2_conference_Mountain West","t2_conference_Pac-12","t2_conference_SEC","t2_conference_Sun Belt"
"1",0,1,1,0,0,22,43,22,43,0.5,0.5,31.5,31.5,31,31,3.5,3,2,3.5,0.5,4,1,5.5,0.5,3,0.5,3.5,0.045697392879344,0.000558390445859873,0.360248447204969,0.289532052905776,0.0061081875,0.441379310344828,0.375641806254649,0.0117882428571429,0.428571428571429,0.702330140807857,0.0139101095238095,0.68,0.00114422207902008,0.0017902625,0.424528301886792,0.348091878234826,0.00520499493670886,0.5,0.313516842139158,-0.00308720454545455,0.347826086956522,0.228184172322417,0.00798485714285714,0.514285714285714,1.5,4.5,1,3.5,1,8.5,2.5,3,0,3.5,1,10,0.128682005728774,0.00541310588235294,0.431818181818182,0.0623589084862292,0.00209844619883041,0.435028248587571,-0.0268933578052948,-0.023890088,0.380952380952381,0.178927327051929,-0.00234784666666667,0.352941176470588,0.168279773453472,0.0064769,0.561643835616438,0.0589675666844425,0.00356777213114754,0.454545454545455,0.258019842424531,-0.00406837818181818,0.483870967741935,0.147557610202643,0.00371280833333333,0.513888888888889,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
